objectid,date,time,common_name,scientific_name,e_bird_group,count,repeat_observation,substrate,sex,breeding_activity,observation_notes,observers,latitude,longitude,starting_time,ending_time,starting_temp_f,starting_percent_cloud_cover,starting_cloud_height,starting_wind_speed,starting_wind_direction,starting_rain,ending_temp_f,ending_percent_cloud_cover,ending_cloud_height,ending_wind_speed,ending_wind_direction,ending_rain,weather_note,creation_date,creator,edit_date,editor,year
514,2018-01-11,2018-01-11T10:50:26Z,Anna's Hummingbird,NA,NA,1,No,Vegetation - Shrub,NA,No,NA,NA,34.40742030858945,-119.8470870673992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-11T17:50:26Z,drichardson@ccber.ucsb.edu_ucsb,2018-01-11T17:50:26Z,drichardson@ccber.ucsb.edu_ucsb,2018
515,2018-01-11,2018-01-11T10:52:58Z,Common Yellowthroat,NA,NA,1,No,Vegetation - Shrub,NA,No,NA,NA,34.40728540057841,-119.8472980565066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-11T17:52:58Z,drichardson@ccber.ucsb.edu_ucsb,2018-01-11T17:52:58Z,drichardson@ccber.ucsb.edu_ucsb,2018
516,2018-01-11,2018-01-11T10:55:43Z,Yellow-rumped Warbler,NA,NA,2,No,Vegetation - Shrub,NA,No,NA,NA,34.40712655620722,-119.8475776185112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-11T17:55:43Z,drichardson@ccber.ucsb.edu_ucsb,2018-01-11T17:55:43Z,drichardson@ccber.ucsb.edu_ucsb,2018
517,2018-01-11,2018-01-11T10:59:50Z,Common Yellowthroat,NA,NA,1,No,Vegetation - Shrub,NA,No,NA,NA,34.40725111805134,-119.848272207567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-11T17:59:50Z,drichardson@ccber.ucsb.edu_ucsb,2018-01-11T17:59:50Z,drichardson@ccber.ucsb.edu_ucsb,2018
518,2018-01-11,2018-01-11T11:00:36Z,White-crowned Sparrow,NA,NA,2,No,Vegetation - Shrub,NA,No,NA,NA,34.40755173151844,-119.8482411384346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-11T18:00:36Z,drichardson@ccber.ucsb.edu_ucsb,2018-01-11T18:00:36Z,drichardson@ccber.ucsb.edu_ucsb,2018
519,2018-01-11,2018-01-11T11:05:10Z,Bewick's Wren,NA,NA,1,No,Vegetation - Shrub,NA,No,NA,NA,34.40826861667445,-119.8487331852416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-11T18:05:10Z,drichardson@ccber.ucsb.edu_ucsb,2018-01-11T18:05:10Z,drichardson@ccber.ucsb.edu_ucsb,2018
520,2018-01-11,2018-01-11T11:07:14Z,Lark Bunting,NA,NA,1,No,Vegetation - Shrub,NA,No,NA,NA,34.40843872861183,-119.8489817427925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-11T18:07:14Z,drichardson@ccber.ucsb.edu_ucsb,2018-01-11T18:07:14Z,drichardson@ccber.ucsb.edu_ucsb,2018
521,2018-01-11,2018-01-11T11:07:57Z,California Towhee,NA,NA,2,No,Vegetation - Shrub,NA,No,NA,NA,34.40842241691917,-119.849243009708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-11T18:07:57Z,drichardson@ccber.ucsb.edu_ucsb,2018-01-11T18:07:57Z,drichardson@ccber.ucsb.edu_ucsb,2018
522,2018-01-11,2018-01-11T11:31:31Z,NA,NA,NA,NA,No,NA,NA,No,NA,NA,34.41117922494665,-119.8481591581818,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,None,NA,NA,NA,2018-01-11T18:31:31Z,drichardson@ccber.ucsb.edu_ucsb,2018-01-11T18:31:31Z,drichardson@ccber.ucsb.edu_ucsb,2018
523,2018-02-22,2018-02-22T08:20:54Z,Eared Grebe,NA,NA,1,No,Water - Floating,NA,NA,NA,Mark Holmgren and Lisa and evan,34.41060041737438,-119.8481574594675,NA,NA,NA,0,Clear,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:20:54Z,ccber_user,2018-02-22T15:20:54Z,ccber_user,2018
524,2018-02-22,2018-02-22T08:22:54Z,Least Sandpiper,NA,NA,2,No,Mud,NA,NA,NA,NA,34.41079842538358,-119.8481833282528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:22:54Z,ccber_user,2018-02-22T15:22:54Z,ccber_user,2018
525,2018-02-22,2018-02-22T08:23:18Z,American Coot,NA,NA,1,No,Water - Floating,NA,NA,NA,NA,34.41068406807999,-119.8480087766099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:23:18Z,ccber_user,2018-02-22T15:23:18Z,ccber_user,2018
526,2018-02-22,2018-02-22T08:23:40Z,Killdeer,NA,NA,1,No,Bare ground,NA,NA,NA,NA,34.41065031313936,-119.8479654508638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:23:40Z,ccber_user,2018-02-22T15:23:40Z,ccber_user,2018
527,2018-02-22,2018-02-22T08:24:06Z,Bufflehead,NA,NA,2,No,Water - Floating,NA,NA,NA,NA,34.41048512895443,-119.8480604270438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:24:06Z,ccber_user,2018-02-22T15:24:06Z,ccber_user,2018
528,2018-02-22,2018-02-22T08:24:44Z,Eared Grebe,NA,NA,1,No,Water - Floating,NA,NA,NA,NA,34.41057195620895,-119.8481040654037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:24:44Z,ccber_user,2018-02-22T15:24:44Z,ccber_user,2018
529,2018-02-22,2018-02-22T08:25:12Z,House Finch,NA,NA,4,No,Vegetation - Tree,NA,NA,NA,NA,34.41104632919392,-119.847595812989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:25:12Z,ccber_user,2018-02-22T15:25:12Z,ccber_user,2018
530,2018-02-22,2018-02-22T08:25:35Z,Yellow-rumped Warbler,NA,NA,2,No,Vegetation - Tree,NA,NA,NA,NA,34.41091079411811,-119.84752907265501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:25:35Z,ccber_user,2018-02-22T15:25:35Z,ccber_user,2018
531,2018-02-22,2018-02-22T08:27:37Z,NA,NA,NA,2,No,NA,NA,NA,brewers blackbird,NA,34.41083455554147,-119.8474546319623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:27:37Z,ccber_user,2018-02-22T15:27:37Z,ccber_user,2018
532,2018-02-22,2018-02-22T08:27:57Z,Common Yellowthroat,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.41068207892083,-119.8475752775016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:27:57Z,ccber_user,2018-02-22T15:27:57Z,ccber_user,2018
533,2018-02-22,2018-02-22T08:28:30Z,Song Sparrow,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.41069745932952,-119.8475076145978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:28:30Z,ccber_user,2018-02-22T15:28:30Z,ccber_user,2018
534,2018-02-22,2018-02-22T08:28:52Z,White-crowned Sparrow,NA,NA,4,No,Fence,NA,NA,NA,NA,34.41038403356734,-119.8477745759339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:28:52Z,ccber_user,2018-02-22T15:28:52Z,ccber_user,2018
535,2018-02-22,2018-02-22T08:29:16Z,Northern Mockingbird,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.41054709983493,-119.8474614106494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:29:16Z,ccber_user,2018-02-22T15:29:16Z,ccber_user,2018
536,2018-02-22,2018-02-22T08:30:32Z,Anna's Hummingbird,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.41042003569055,-119.8475397221827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:30:32Z,ccber_user,2018-02-22T15:30:32Z,ccber_user,2018
537,2018-02-22,2018-02-22T08:30:54Z,Ruby-crowned Kinglet,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.41047509716462,-119.8474524472595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:30:54Z,ccber_user,2018-02-22T15:30:54Z,ccber_user,2018
538,2018-02-22,2018-02-22T08:32:44Z,Belted Kingfisher,NA,NA,1,No,NA,NA,NA,air,NA,34.41022926680136,-119.8477085165229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:32:44Z,ccber_user,2018-02-22T15:32:44Z,ccber_user,2018
539,2018-02-22,2018-02-22T08:34:08Z,Anna's Hummingbird,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.41021249596247,-119.8475756592856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:34:08Z,ccber_user,2018-02-22T15:34:08Z,ccber_user,2018
540,2018-02-22,2018-02-22T08:34:58Z,House Finch,NA,NA,2,No,Vegetation - Tree,NA,NA,NA,NA,34.40995201280914,-119.84746528149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:34:58Z,ccber_user,2018-02-22T15:34:58Z,ccber_user,2018
541,2018-02-22,2018-02-22T08:35:55Z,Great Egret,NA,NA,2,No,Habitat Feature - Snag,NA,NA,NA,NA,34.40911761282043,-119.8484715176774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:35:55Z,ccber_user,2018-02-22T15:36:37Z,ccber_user,2018
542,2018-02-22,2018-02-22T08:36:25Z,Snowy Egret,NA,NA,7,No,Habitat Feature - Snag,NA,NA,NA,NA,34.40909855314475,-119.8484073447284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:36:25Z,ccber_user,2018-02-22T15:36:25Z,ccber_user,2018
543,2018-02-22,2018-02-22T08:36:56Z,Red-winged Blackbird,NA,NA,1,No,Habitat Feature - Snag,NA,NA,NA,NA,34.40900537063396,-119.8484022108566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:36:56Z,ccber_user,2018-02-22T15:36:56Z,ccber_user,2018
544,2018-02-22,2018-02-22T08:37:14Z,Double-crested Cormorant,NA,NA,6,No,Habitat Feature - Snag,NA,NA,NA,NA,34.40906149137542,-119.8483945095997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:37:14Z,ccber_user,2018-02-22T15:40:07Z,ccber_user,2018
545,2018-02-22,2018-02-22T08:37:29Z,Brown Pelican,NA,NA,1,No,Habitat Feature - Snag,NA,NA,NA,NA,34.40900642971197,-119.8483431708812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:37:29Z,ccber_user,2018-02-22T15:37:29Z,ccber_user,2018
546,2018-02-22,2018-02-22T08:38:51Z,Ruddy Duck,NA,NA,2,No,Water - Floating,NA,NA,NA,NA,34.40938232597174,-119.8478271192932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:38:51Z,ccber_user,2018-02-22T15:38:51Z,ccber_user,2018
547,2018-02-22,2018-02-22T08:39:10Z,American Coot,NA,NA,2,No,Water - Floating,NA,NA,NA,NA,34.40957080745038,-119.8478348196518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:39:10Z,ccber_user,2018-02-22T15:39:10Z,ccber_user,2018
548,2018-02-22,2018-02-22T08:39:36Z,Mallard,NA,NA,2,No,Water - Floating,NA,NA,NA,NA,34.40916631328473,-119.8478666092331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:39:36Z,ccber_user,2018-02-22T15:39:36Z,ccber_user,2018
549,2018-02-22,2018-02-22T08:41:26Z,Double-crested Cormorant,NA,NA,5,No,Habitat Feature - Snag,NA,NA,NA,NA,34.40838485013545,-119.8477947350272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:41:26Z,ccber_user,2018-02-22T15:41:26Z,ccber_user,2018
550,2018-02-22,2018-02-22T08:41:45Z,House Finch,NA,NA,2,No,Vegetation - Tree,NA,NA,NA,NA,34.40932162822988,-119.847075809712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:41:45Z,ccber_user,2018-02-22T15:41:45Z,ccber_user,2018
551,2018-02-22,2018-02-22T08:42:43Z,Bushtit,NA,NA,3,No,Vegetation - Shrub,NA,NA,NA,NA,34.40922984670388,-119.8468911762768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:42:43Z,ccber_user,2018-02-22T15:42:43Z,ccber_user,2018
552,2018-02-22,2018-02-22T08:43:40Z,Anna's Hummingbird,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.40921502187314,-119.8468116008139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:43:40Z,ccber_user,2018-02-22T15:43:40Z,ccber_user,2018
553,2018-02-22,2018-02-22T08:44:13Z,Ruddy Duck,NA,NA,1,No,Water - Floating,NA,NA,NA,NA,34.40902653959282,-119.8469245459946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:44:13Z,ccber_user,2018-02-22T15:44:13Z,ccber_user,2018
554,2018-02-22,2018-02-22T08:44:27Z,American Coot,NA,NA,1,No,Water - Floating,NA,NA,NA,NA,34.40835731908555,-119.8476201833843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:44:27Z,ccber_user,2018-02-22T15:44:27Z,ccber_user,2018
555,2018-02-22,2018-02-22T08:45:52Z,Yellow-rumped Warbler,NA,NA,4,No,Vegetation - Tree,NA,NA,NA,NA,34.40927558110104,-119.8466278198799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:45:52Z,ccber_user,2018-02-22T15:45:52Z,ccber_user,2018
556,2018-02-22,2018-02-22T08:46:25Z,Mourning Dove,NA,NA,1,No,NA,NA,NA,air,NA,34.4091037358769,-119.8467609555949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:46:25Z,ccber_user,2018-02-22T15:46:25Z,ccber_user,2018
557,2018-02-22,2018-02-22T08:47:01Z,Hermit Thrush,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.40920538940036,-119.8467198846201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:47:01Z,ccber_user,2018-02-22T15:47:01Z,ccber_user,2018
558,2018-02-22,2018-02-22T08:48:11Z,Great Blue Heron,NA,NA,1,No,Habitat Feature - Snag,NA,NA,NA,NA,34.40832227214303,-119.847713286577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:48:11Z,ccber_user,2018-02-22T15:48:11Z,ccber_user,2018
559,2018-02-22,2018-02-22T08:48:25Z,Pied-billed Grebe,NA,NA,2,No,Water - Floating,NA,NA,NA,NA,34.40888560431141,-119.8470818221362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:48:25Z,ccber_user,2018-02-22T15:48:57Z,ccber_user,2018
560,2018-02-22,2018-02-22T08:48:44Z,Ruddy Duck,NA,NA,3,No,Water - Floating,NA,NA,NA,NA,34.40858179911798,-119.8467397679306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:48:44Z,ccber_user,2018-02-22T15:48:44Z,ccber_user,2018
561,2018-02-22,2018-02-22T08:49:39Z,Song Sparrow,NA,NA,1,No,Vegetation - Tree,NA,NA,NA,NA,34.409138776563,-119.8463572958253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:49:39Z,ccber_user,2018-02-22T15:49:39Z,ccber_user,2018
562,2018-02-22,2018-02-22T08:50:46Z,Black Phoebe,NA,NA,1,No,Vegetation - Herbaceous,NA,NA,NA,NA,34.40890688002381,-119.8465587996216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:50:46Z,ccber_user,2018-02-22T15:50:46Z,ccber_user,2018
563,2018-02-22,2018-02-22T08:51:11Z,Double-crested Cormorant,NA,NA,15,No,Habitat Feature - Snag,NA,NA,NA,NA,34.40794540096532,-119.8465177286468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:51:11Z,ccber_user,2018-02-22T15:51:11Z,ccber_user,2018
564,2018-02-22,2018-02-22T08:51:42Z,Ruddy Duck,NA,NA,52,No,Water - Floating,NA,NA,NA,NA,34.40848543951882,-119.846279004055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:51:42Z,ccber_user,2018-02-22T15:51:42Z,ccber_user,2018
565,2018-02-22,2018-02-22T08:52:13Z,American Coot,NA,NA,2,No,Water - Floating,NA,NA,NA,NA,34.40878828381118,-119.8464306441666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:52:13Z,ccber_user,2018-02-22T15:52:13Z,ccber_user,2018
566,2018-02-22,2018-02-22T08:52:42Z,American Coot,NA,NA,1,No,Bare ground,NA,NA,NA,NA,34.40896829548294,-119.8463844393199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:52:42Z,ccber_user,2018-02-22T15:52:42Z,ccber_user,2018
567,2018-02-22,2018-02-22T08:53:13Z,Yellow-rumped Warbler,NA,NA,1,No,Vegetation - Tree,NA,NA,NA,NA,34.40919682860136,-119.8462203826946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:53:13Z,ccber_user,2018-02-22T15:53:13Z,ccber_user,2018
568,2018-02-22,2018-02-22T08:54:02Z,Song Sparrow,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.40894057711849,-119.8461793117198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:54:02Z,ccber_user,2018-02-22T15:54:02Z,ccber_user,2018
569,2018-02-22,2018-02-22T08:54:26Z,Blue-gray Gnatcatcher,NA,NA,2,No,Vegetation - Shrub,NA,NA,NA,NA,34.40909729322124,-119.8461485084886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:54:26Z,ccber_user,2018-02-22T15:54:26Z,ccber_user,2018
570,2018-02-22,2018-02-22T08:55:44Z,Orange-crowned Warbler,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.40909517506744,-119.8460560987954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:55:44Z,ccber_user,2018-02-22T15:56:05Z,ccber_user,2018
571,2018-02-22,2018-02-22T08:55:57Z,White-crowned Sparrow,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.4088762801122,-119.8460852617028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:55:57Z,ccber_user,2018-02-22T15:58:29Z,ccber_user,2018
572,2018-02-22,2018-02-22T08:57:20Z,Common Yellowthroat,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.40906340868337,-119.845971390359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:57:20Z,ccber_user,2018-02-22T15:57:20Z,ccber_user,2018
573,2018-02-22,2018-02-22T08:57:47Z,House Finch,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.40916717966674,-119.8460843355397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:57:47Z,ccber_user,2018-02-22T15:57:47Z,ccber_user,2018
574,2018-02-22,2018-02-22T08:58:06Z,American Crow,NA,NA,1,No,Vegetation - Tree,NA,NA,NA,NA,34.40920080550798,-119.8455493618386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:58:06Z,ccber_user,2018-02-22T15:59:27Z,ccber_user,2018
575,2018-02-22,2018-02-22T08:58:50Z,Yellow-rumped Warbler,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.40879893983823,-119.8459716499722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:58:50Z,ccber_user,2018-02-22T15:58:50Z,ccber_user,2018
576,2018-02-22,2018-02-22T08:59:13Z,California Towhee,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.40901495347389,-119.8457868305856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T15:59:13Z,ccber_user,2018-02-22T15:59:13Z,ccber_user,2018
577,2018-02-22,2018-02-22T09:00:32Z,Lesser Scaup,NA,NA,1,No,Water - Floating,NA,NA,4 scaup species,NA,34.40855911738746,-119.8459395352007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T16:00:32Z,ccber_user,2018-02-22T16:01:09Z,ccber_user,2018
578,2018-02-22,2018-02-22T09:00:55Z,Mallard,NA,NA,2,No,Water - Floating,NA,NA,NA,NA,34.40865018223029,-119.8461140859453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T16:00:55Z,ccber_user,2018-02-22T16:00:55Z,ccber_user,2018
579,2018-02-22,2018-02-22T09:01:38Z,Eared Grebe,NA,NA,3,No,Water - Floating,NA,NA,NA,NA,34.40867983134817,-119.8463457533722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T16:01:38Z,ccber_user,2018-02-22T16:01:38Z,ccber_user,2018
580,2018-02-22,2018-02-22T09:03:50Z,Red-winged Blackbird,NA,NA,10,No,Vegetation - Tree,NA,NA,NA,NA,34.40915491469131,-119.8452860458658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T16:03:50Z,ccber_user,2018-02-22T16:03:50Z,ccber_user,2018
581,2018-02-22,2018-02-22T09:04:47Z,American Crow,NA,NA,1,No,Other,NA,NA,light post,NA,34.40897278600539,-119.8452475422761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T16:04:47Z,ccber_user,2018-02-22T16:04:47Z,ccber_user,2018
582,2018-02-22,2018-02-22T09:05:05Z,Bufflehead,NA,NA,1,No,Water - Floating,NA,NA,NA,NA,34.40829547331744,-119.8449461440236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T16:05:05Z,ccber_user,2018-02-22T16:09:46Z,ccber_user,2018
583,2018-02-22,2018-02-22T09:05:24Z,American Coot,NA,NA,2,No,Water - Floating,NA,NA,NA,NA,34.40850051942987,-119.8451525651978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T16:05:24Z,ccber_user,2018-02-22T16:05:24Z,ccber_user,2018
584,2018-02-22,2018-02-22T09:05:45Z,Western Grebe,NA,NA,6,No,Water - Floating,NA,NA,NA,NA,34.40848077035628,-119.844836096808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T16:05:45Z,ccber_user,2018-02-22T16:09:35Z,ccber_user,2018
585,2018-02-22,2018-02-22T09:06:02Z,Eared Grebe,NA,NA,1,No,Water - Floating,NA,NA,NA,NA,34.40840870587513,-119.8446383722241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T16:06:02Z,ccber_user,2018-02-22T16:06:02Z,ccber_user,2018
586,2018-02-22,2018-02-22T09:06:25Z,Lesser Scaup,NA,NA,1,No,Water - Floating,NA,NA,NA,NA,34.40838394150054,-119.8450990354883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T16:06:25Z,ccber_user,2018-02-22T16:08:50Z,ccber_user,2018
587,2018-02-22,2018-02-22T09:06:47Z,American Coot,NA,NA,2,No,Water - Floating,NA,NA,NA,NA,34.40839811724192,-119.8449720729959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T16:06:47Z,ccber_user,2018-02-22T16:06:47Z,ccber_user,2018
588,2018-02-22,2018-02-22T09:07:48Z,Double-crested Cormorant,NA,NA,27,No,Habitat Feature - Snag,NA,NA,NA,NA,34.40880171242092,-119.8461582632943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T16:07:48Z,ccber_user,2018-02-22T16:07:48Z,ccber_user,2018
589,2018-02-22,2018-02-22T09:08:09Z,Black-crowned Night Heron,NA,NA,4,Yes,Vegetation - Shrub,NA,NA,NA,NA,34.40873549502798,-119.8460873035734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T16:08:09Z,ccber_user,2018-02-22T17:46:53Z,ccber_user,2018
590,2018-02-22,2018-02-22T09:08:30Z,Song Sparrow,NA,NA,2,No,Vegetation - Shrub,NA,NA,NA,NA,34.40869102174742,-119.8448603108965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T16:08:30Z,ccber_user,2018-02-22T16:08:30Z,ccber_user,2018
591,2018-02-22,2018-02-22T09:09:15Z,Mallard,NA,NA,2,No,Water - Floating,NA,NA,NA,NA,34.40835641045035,-119.8447910040757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T16:09:15Z,ccber_user,2018-02-22T16:09:15Z,ccber_user,2018
592,2018-02-22,2018-02-22T09:13:00Z,Song Sparrow,NA,NA,3,No,Vegetation - Shrub,NA,NA,NA,NA,34.40859620976591,-119.844151522171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-22T16:13:00Z,ccber_user,2018-02-22T16:13:41Z,ccber_user,2018
