objectid,global_id,date,time,common_name,scientific_name,e_bird_group,count,repeat_observation,substrate,sex,breeding_activity,observation_notes,observers,latitude,longitude,temp_start_f,cloud_cover_percent_start,cloud_height_start,wind_speed_start,wind_direction_start,rain_start,time_start,time_end,temp_end_f,cloud_cover_percent_end,cloud_height_end,wind_speed_end,wind_direction_end,rain_end,weather_note,creation_date,creator,edit_date,editor,source_file,starting_time,ending_time,starting_temp_f,starting_percent_cloud_cover,starting_cloud_height,starting_wind_speed,starting_wind_direction,starting_rain,ending_temp_f,ending_percent_cloud_cover,ending_cloud_height,ending_wind_speed,ending_wind_direction,ending_rain,year
1614,{69A23F6F-F87A-426A-81A5-B4CBA277D5D1},2018-07-16,2018-07-16 08:37:11,Black Phoebe,NA,NA,1,No,NA,NA,NA,NA,NA,34.4079739060106,-119.8490863093865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T15:37:11Z,ccber_user,2018-07-16T15:37:11Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1615,{D011332E-D41B-4609-9F7D-8D7C049D05ED},2018-07-16,2018-07-16 08:39:02,Northern Mockingbird,NA,NA,1,No,NA,NA,NA,NA,NA,34.40780820589293,-119.8495698778938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T15:39:02Z,ccber_user,2018-07-16T15:39:02Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1616,{EE052941-FD8E-40FF-92F6-1D5E86B776B8},2018-07-16,2018-07-16 06:52:48,Eurasian Collared Dove,NA,NA,1,No,Vegetation - Tree,NA,NA,NA,NA,34.41018645220448,-119.848872553468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T13:52:48Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T13:52:48Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1617,{9223E9E7-40F7-4A1D-914B-CE6B6598924C},2018-07-16,2018-07-16 06:53:03,Northern Mockingbird,NA,NA,1,No,Vegetation - Tree,NA,NA,NA,Lisa and Jared dawson,34.41019368184758,-119.8489426624844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T13:53:03Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T13:53:29Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1618,{A1EF2FE2-C4F5-4D88-9E36-0482E3632515},2018-07-16,2018-07-16 06:57:31,Great Egret,NA,NA,1,No,Water - Wading,NA,NA,NA,NA,34.41070701751876,-119.8478559731801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T13:57:31Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T13:57:31Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1619,{9FD7CDEB-7F47-4C03-A1FA-C45122789760},2018-07-16,2018-07-16 06:58:40,Song Sparrow,NA,NA,1,No,Bare ground,NA,NA,NA,NA,34.41082992875367,-119.8475141920623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T13:58:40Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T13:58:40Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1620,{B744BACE-EA3C-4F64-8217-41B2211C525E},2018-07-16,2018-07-16 06:59:05,Northern Mockingbird,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.41032020902332,-119.8474177920525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T13:59:05Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T13:59:05Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1621,{1036860F-2A89-4B0F-8ADB-5FCD68A9B58D},2018-07-16,2018-07-16 06:59:39,Cliff Swallow,NA,NA,1,No,Air,NA,NA,NA,NA,34.41090931633398,-119.8477188004362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T13:59:39Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T13:59:39Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1622,{EB62BF78-C20C-4869-8140-E52C2C770637},2018-07-16,2018-07-16 07:00:09,European Starling,NA,NA,4,No,Vegetation - Tree,NA,NA,NA,NA,34.41095279978774,-119.8477122831588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:00:09Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:00:09Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1623,{98F674B7-E5ED-47DA-9B14-E06EFE99282C},2018-07-16,2018-07-16 07:00:25,House Finch,NA,NA,2,No,Vegetation - Tree,NA,NA,NA,NA,34.41061664193149,-119.8473301560067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:00:25Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:00:25Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1624,{CBCFE959-2208-4976-83C4-D84FDE562AF6},2018-07-16,2018-07-16 07:02:19,Song Sparrow,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.41018283701213,-119.8475667731508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:02:19Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:02:19Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1625,{B0C6C16E-4AC6-4E25-A98A-6CAA7BE158CD},2018-07-16,2018-07-16 07:04:48,Northern Mockingbird,NA,NA,3,No,Vegetation - Tree,NA,Feeding/Begging,NA,NA,34.41006715522154,-119.8475054280984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:04:48Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:04:48Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1626,{85889201-FE44-4224-BF9E-1AEC9A7F0808},2018-07-16,2018-07-16 07:06:11,Double-crested Cormorant,NA,NA,6,No,Vegetation - Tree,NA,NA,NA,NA,34.40904430897422,-119.848364263324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:06:11Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:08:57Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1627,{A2B5CF6C-627F-410C-A100-7FFA35589556},2018-07-16,2018-07-16 07:10:10,Song Sparrow,NA,NA,2,No,Vegetation - Shrub,NA,NA,NA,NA,34.40927928971495,-119.8467254658529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:10:10Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:10:10Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1628,{A066B1EB-9D83-45EC-A53B-0DCD5C3B9E75},2018-07-16,2018-07-16 07:11:01,Common Yellowthroat,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.40917445238348,-119.8466159207956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:11:01Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:11:01Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1629,{4D6D7DB2-71A3-4A44-8BDB-4AEB33EE2A65},2018-07-16,2018-07-16 07:11:13,Northern Mockingbird,NA,NA,1,No,Vegetation - Tree,NA,NA,NA,NA,34.4090840743992,-119.8461076306517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:11:13Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:11:13Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1630,{40F473BA-0153-42E9-80EF-284B8792CFAA},2018-07-16,2018-07-16 07:11:44,Great Egret,NA,NA,1,No,Vegetation - Tree,NA,NA,NA,NA,34.40798869696877,-119.8465282838514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:11:44Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:11:44Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1631,{7BDB8ABE-2130-4280-A1C8-06DB76204258},2018-07-16,2018-07-16 07:14:03,House Finch,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.40913830520358,-119.846501992858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:14:03Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:14:03Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1632,{7AB0278F-FBAE-40E8-A533-DF1127B853F3},2018-07-16,2018-07-16 07:14:45,Pied-billed Grebe,NA,NA,2,No,Water - Floating,NA,NA,NA,NA,34.40860688434577,-119.8460550486648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:14:45Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:14:45Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1633,{F5F1CCE4-AD27-4E5B-8CC6-0C95503C8CC9},2018-07-16,2018-07-16 07:15:18,Eurasian Collared Dove,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.40921422219338,-119.8459937027141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:15:18Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:15:18Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1634,{EEC8A222-2F16-484B-B5D7-8B9DC2CA7AE1},2018-07-16,2018-07-16 07:17:23,Song Sparrow,NA,NA,2,No,Vegetation - Shrub,NA,NA,NA,NA,34.40887440282121,-119.8460638117304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:17:23Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:17:23Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1635,{ADAF5321-F1E8-4CAA-8018-8AEA9201BE62},2018-07-16,2018-07-16 07:19:22,Anna's Hummingbird,NA,NA,1,No,NA,NA,NA,NA,NA,34.40885714700935,-119.8458706002825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:19:22Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:19:22Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1636,{E2E3903E-C49B-4323-8844-AB03478ECF57},2018-07-16,2018-07-16 07:19:44,Common Yellowthroat,NA,NA,1,No,NA,NA,NA,NA,NA,34.40888606751976,-119.8461510363479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:19:44Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:19:44Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1637,{B287AA6C-9344-40A2-A9E8-919F3DF6797B},2018-07-16,2018-07-16 07:23:29,Double-crested Cormorant,NA,NA,12,No,NA,NA,NA,NA,NA,34.408748693894474,-119.8461904723888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:23:29Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:23:29Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1638,{63F15430-9A76-45E6-85A1-84CB1A5E7AC4},2018-07-16,2018-07-16 07:24:36,American Crow,NA,NA,1,No,NA,NA,NA,NA,NA,34.40918735695181,-119.845531703655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:24:36Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:24:36Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1639,{3A59997E-A275-408D-B7C8-BCCEA24BE69F},2018-07-16,2018-07-16 07:25:41,Common Yellowthroat,NA,NA,1,No,NA,NA,NA,NA,NA,34.40882223145689,-119.8450847585635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:25:41Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:25:41Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1640,{51F285B7-42BC-416E-AA60-C94FA83ACEA4},2018-07-16,2018-07-16 07:28:28,Scaly-breasted Munia,NA,NA,3,No,Vegetation - Tree,NA,Feeding/Begging,NA,NA,34.40863424559353,-119.845281940565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:28:28Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:28:28Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1641,{1B0643E2-FF30-4D58-99A6-D6C4760A75B5},2018-07-16,2018-07-16 07:30:18,Mallard,NA,NA,8,No,Water - Floating,NA,NA,ducklings,NA,34.40807584328161,-119.8445013225494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:30:18Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:30:18Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1642,{26F42FC6-0EA6-466F-AE4F-3624A41AB43E},2018-07-16,2018-07-16 07:30:57,Belted Kingfisher,NA,NA,1,No,Vegetation - Shrub,NA,NA,male,NA,34.40748295766547,-119.8457238470061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:30:57Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:30:57Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1643,{9F35C6CE-0AEC-439E-A229-97FA5B92DB5D},2018-07-16,2018-07-16 07:31:27,Anna's Hummingbird,NA,NA,1,No,NA,NA,NA,NA,NA,34.4086000369917,-119.8446590676116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:31:27Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:31:27Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1644,{03618049-503A-4E51-B384-F70C18AD1468},2018-07-16,2018-07-16 07:31:51,American Crow,NA,NA,1,No,Vegetation - Tree,NA,NA,NA,NA,34.40845543236281,-119.8443742495643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:31:51Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:31:51Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1645,{708F89DA-2592-4523-A3A3-BC027B2B9505},2018-07-16,2018-07-16 07:32:12,Pied-billed Grebe,NA,NA,2,No,Water - Floating,NA,NA,NA,NA,34.40797823427647,-119.8455398109504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:32:12Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:32:12Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1646,{4C24B29A-DFCA-4E74-83A6-97514B5A7369},2018-07-16,2018-07-16 07:33:38,Song Sparrow,NA,NA,3,No,Bare ground,NA,Feeding/Begging,NA,NA,34.40850242859816,-119.844223077475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:33:38Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:33:38Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1647,{53B4489F-BF00-4BB4-8361-05749C49BF4B},2018-07-16,2018-07-16 07:34:37,California Towhee,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.4086000369917,-119.8447927126713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:34:37Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:34:37Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1648,{2F80D0B6-C8B5-4DCC-BF99-2F740C0F67DC},2018-07-16,2018-07-16 07:36:07,Song Sparrow,NA,NA,1,No,NA,NA,NA,NA,NA,34.40858557668825,-119.8449942757565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:36:07Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:36:07Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1649,{F09E3D9D-664C-4EC0-B5C6-7A297ECA0094},2018-07-16,2018-07-16 07:39:47,House Finch,NA,NA,3,No,NA,NA,NA,NA,NA,34.40840482009078,-119.8437323143606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:39:47Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:39:47Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1650,{9F4CD77F-E344-4F7C-B325-E5479E348A3D},2018-07-16,2018-07-16 07:40:43,American Crow,NA,NA,2,No,NA,NA,NA,NA,NA,34.40819514236333,-119.8436315323688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:40:43Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:40:43Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1651,{B891EC13-CF45-4410-85FC-58437FA5BCBD},2018-07-16,2018-07-16 07:42:52,American Crow,NA,NA,1,No,NA,NA,NA,NA,NA,34.4067996881362,-119.8436622053442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:42:52Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:42:52Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1652,{6D3A3F62-5812-4E99-BC1E-54E7C7E94948},2018-07-16,2018-07-16 07:43:19,California Towhee,NA,NA,1,No,NA,NA,NA,NA,NA,34.40673822958036,-119.8436972603015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:43:19Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:43:19Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1653,{41FB8BDC-2232-4BB2-8FCC-96A3BAE7E134},2018-07-16,2018-07-16 07:44:20,Song Sparrow,NA,NA,4,No,Vegetation - Shrub,NA,Feeding/Begging,NA,NA,34.40767094611608,-119.8438988233866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:44:20Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:46:10Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1654,{9438A3FC-6408-45E7-9DAE-711231440050},2018-07-16,2018-07-16 07:45:28,House Finch,NA,NA,1,No,NA,NA,NA,NA,NA,34.40773601928489,-119.8439514053735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:45:28Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:45:28Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1655,{45D3BEEF-786B-444F-AE64-1A661137C06E},2018-07-16,2018-07-16 07:45:38,Cliff Swallow,NA,NA,3,No,NA,NA,NA,NA,NA,34.40738534796854,-119.8440171324079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:45:38Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:45:38Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1656,{91293799-37AA-4D23-897A-2A3C1D33E246},2018-07-16,2018-07-16 07:49:25,Heermann's Gull,NA,NA,8,No,Bare ground,NA,NA,NA,NA,34.40695875695549,-119.8426762980317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:49:25Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:49:25Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1657,{5DAEAA2E-5E8B-4C2D-8ED2-3DB6FC143606},2018-07-16,2018-07-16 07:49:40,Western Gull,NA,NA,10,No,NA,NA,NA,NA,NA,34.40689006784736,-119.842781461107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:49:40Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:49:40Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1658,{5E08A17F-108D-4CFB-830E-13BAF51BF75F},2018-07-16,2018-07-16 07:49:51,Semipalmated Plover,NA,NA,1,No,NA,NA,NA,NA,NA,34.40678161218223,-119.8428296611119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:49:51Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:49:51Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1659,{6939DA08-5874-4D8C-939D-7884A3A75727},2018-07-16,2018-07-16 07:50:12,Red-tailed Hawk,NA,NA,1,No,Vegetation - Tree,NA,NA,NA,NA,34.40630619443995,-119.8444553135355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:50:12Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:50:12Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
1660,{F6E68769-362B-4503-972F-83C751D1EE48},2018-07-16,2018-07-16 07:51:09,American Crow,NA,NA,1,No,NA,NA,NA,NA,NA,34.40670386752574,-119.8436183873213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-16T14:51:09Z,clark@ccber.ucsb.edu_ucsb,2018-07-16T14:51:09Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
