date,year,common_name,scientific_name,count,repeat_observation,substrate,observer,objectid,time,e_bird_group,sex,breeding_activity,observation_notes,latitude,longitude,starting_time,ending_time,starting_temp_f,starting_percent_cloud_cover,starting_cloud_height,starting_wind_speed,starting_wind_direction,starting_rain,ending_temp_f,ending_percent_cloud_cover,ending_cloud_height,ending_wind_speed,ending_wind_direction,ending_rain,weather_note,creation_date,creator,edit_date,editor,source_file,water_level,global_id,speed_km_h,direction_of_travel,compass_reading,position_source_type,receiver_name,horizontal_accuracy_m,vertical_accuracy_m,altitude,pdop,hdop,vdop,fix_type,correction_age,station_id,number_of_satellites,fix_time,average_horizontal_accuracy_m,average_vertical_accuracy_m,averaged_positions,standard_deviation_m,x,y,year_from_file
NA,2018,Ruddy Duck,NA,1,No,NA,NA,2552,NA,NA,NA,NA,NA,34.40789527383272,-119.8501366232099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Say's Phoebe,NA,1,No,NA,NA,2553,NA,NA,NA,NA,NA,34.40745370982454,-119.8500339466713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Snowy Egret,NA,7,No,NA,NA,2554,NA,NA,NA,NA,NA,34.40733511155175,-119.8498978995165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Greater Yellowlegs,NA,3,No,NA,NA,2555,NA,NA,NA,NA,NA,34.40744523852493,-119.8501468909537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Willet,NA,1,No,NA,NA,2556,NA,NA,NA,NA,NA,34.40738805760059,-119.849969772824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Black Phoebe,NA,1,No,NA,NA,2557,NA,NA,NA,NA,NA,34.40753842277361,-119.8504497893927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Say's Phoebe,NA,1,No,NA,NA,2558,NA,NA,NA,NA,NA,34.40780526726132,-119.8507347179329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,American Pipit,NA,1,No,NA,NA,2559,NA,NA,NA,NA,NA,34.40744783624202,-119.8499028276741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Mourning Dove,NA,3,No,NA,NA,2560,NA,NA,NA,NA,NA,34.40799380565558,-119.8490833853703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Mourning Dove,NA,4,No,NA,NA,2561,NA,NA,NA,NA,NA,34.40839618806058,-119.8488085961147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Northern Mockingbird,NA,1,No,NA,NA,2562,NA,NA,NA,NA,NA,34.40846866091898,-119.8492347065799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Anna's Hummingbird,NA,1,No,NA,NA,2563,NA,NA,NA,NA,NA,34.40853643046287,-119.8489266751672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Northern Mockingbird,NA,1,No,NA,NA,2564,NA,NA,NA,NA,NA,34.40870790999061,-119.8490652897072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Anna's Hummingbird,NA,2,No,NA,NA,2565,NA,NA,NA,NA,NA,34.40890062856533,-119.8493014469139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Yellow-rumped Warbler,NA,3,No,NA,NA,2566,NA,NA,NA,NA,NA,34.40880622666856,-119.8493415809458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Orange-crowned Warbler,NA,1,No,NA,NA,2567,NA,NA,NA,NA,NA,34.40879140176274,-119.8492825409704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Red-tailed Hawk,NA,1,No,NA,NA,2568,NA,NA,NA,NA,NA,34.40789467202536,-119.8486432468136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Eurasian Collared Dove,NA,1,No,NA,NA,2569,NA,NA,NA,NA,NA,34.40918864281354,-119.8486278451981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Anna's Hummingbird,NA,2,No,NA,NA,2570,NA,NA,NA,NA,NA,34.40920333795107,-119.849360782435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Anna's Hummingbird,NA,1,No,NA,NA,2571,NA,NA,NA,NA,NA,34.410122447417,-119.8495635699239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Anna's Hummingbird,NA,1,No,NA,NA,2572,NA,NA,NA,NA,NA,34.40997483052872,-119.8488020824306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Yellow-rumped Warbler,NA,1,No,NA,NA,2573,NA,NA,NA,NA,NA,34.40990202028141,-119.8488209722044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Black Phoebe,NA,2,No,NA,NA,2574,NA,NA,NA,NA,NA,34.40831827814839,-119.8482015784261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Yellow-rumped Warbler,NA,1,No,NA,NA,2575,NA,NA,NA,NA,NA,34.40856588173766,-119.848337537546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Anna's Hummingbird,NA,2,No,NA,NA,2576,NA,NA,NA,NA,NA,34.40852709658994,-119.8483758201502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,White-crowned Sparrow,NA,1,No,NA,NA,2577,NA,NA,NA,NA,NA,34.40848816838486,-119.8482181676145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Red-winged Blackbird,NA,9,No,NA,NA,2578,NA,NA,NA,NA,NA,34.40941106842968,-119.8459921522219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Northern Flicker,NA,1,No,NA,NA,2579,NA,NA,NA,NA,NA,34.40790627831029,-119.8474688711579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Northern Mockingbird,NA,1,No,NA,NA,2580,NA,NA,NA,NA,NA,34.40775422028589,-119.847102207605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Ruby-crowned Kinglet,NA,1,No,NA,NA,2581,NA,NA,NA,NA,NA,34.40803240798873,-119.8470833887981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Song Sparrow,NA,1,No,NA,NA,2582,NA,NA,NA,NA,NA,34.40793924800685,-119.8467226819739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Yellow-rumped Warbler,NA,8,No,NA,NA,2583,NA,NA,NA,NA,NA,34.40770375878289,-119.8465125309946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Nuttall's Woodpecker,NA,1,No,NA,NA,2584,NA,NA,NA,NA,NA,34.40776845320202,-119.8469453788244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Hutton's Vireo,NA,2,No,NA,NA,2585,NA,NA,NA,NA,NA,34.40773222462995,-119.8464497989434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,California Towhee,NA,1,No,NA,NA,2586,NA,NA,NA,NA,NA,34.40766235403195,-119.8463807939565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Anna's Hummingbird,NA,1,No,NA,NA,2587,NA,NA,NA,NA,NA,34.4076728619736,-119.8466630868396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Downy Woodpecker,NA,2,No,NA,NA,2588,NA,NA,NA,NA,NA,34.40762369371873,-119.8464811645198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,NA,NA,1,No,NA,NA,2589,NA,NA,NA,NA,Bonaparte gull,34.4079705204765,-119.8455452026388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Black-crowned Night Heron,NA,11,No,NA,NA,2590,NA,NA,NA,NA,NA,34.40877790644933,-119.8461348801475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Double-crested Cormorant,NA,47,No,NA,NA,2591,NA,NA,NA,NA,NA,34.4087856698308,-119.8460000070907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Lesser Scaup,NA,9,No,NA,NA,2592,NA,NA,NA,NA,NA,34.4085390029474,-119.8463230754029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,White-crowned Sparrow,NA,1,No,NA,NA,2593,NA,NA,NA,NA,NA,34.40766926001321,-119.8464405444993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Whimbrel,NA,1,No,NA,NA,2594,NA,NA,NA,NA,NA,34.40727600430952,-119.8460578451203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,California Towhee,NA,1,No,NA,NA,2595,NA,NA,NA,NA,NA,34.40723281614481,-119.8466121029557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Yellow-rumped Warbler,NA,2,No,NA,NA,2596,NA,NA,NA,NA,NA,34.40722604205185,-119.8466562380839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,California Towhee,NA,1,No,NA,NA,2597,NA,NA,NA,NA,NA,34.40724213163341,-119.8465217791505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Black Phoebe,NA,1,No,NA,NA,2598,NA,NA,NA,NA,NA,34.4072819320079,-119.8465628357522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Common Yellowthroat,NA,1,No,NA,NA,2599,NA,NA,NA,NA,NA,34.40744463819657,-119.8467537466147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,House Finch,NA,2,No,NA,NA,2600,NA,NA,NA,NA,NA,34.40742516161553,-119.846807119119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Anna's Hummingbird,NA,1,No,NA,NA,2601,NA,NA,NA,NA,NA,34.40723966954003,-119.8481122885818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Blue-gray Gnatcatcher,NA,2,No,NA,NA,2602,NA,NA,NA,NA,NA,34.40744267267707,-119.8484143722489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Common Yellowthroat,NA,1,No,NA,NA,2603,NA,NA,NA,NA,NA,34.40724971950538,-119.84823166031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,White-crowned Sparrow,NA,1,No,NA,NA,2604,NA,NA,NA,NA,pugetensis,34.4075009608356,-119.8485995204189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Bushtit,NA,30,No,NA,NA,2605,NA,NA,NA,NA,NA,34.40761164715467,-119.8500493267273,NA,10:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Peregrine Falcon,NA,1,No,NA,Dan Fontaine,2606,NA,NA,NA,NA,NA,34.40912844890038,-119.8484003468524,755,NA,NA,100,High,Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,NA,NA,1,No,NA,NA,2607,NA,NA,NA,NA,American white pelican,34.40906898273526,-119.8484117608464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Eared Grebe,NA,2,No,NA,NA,2608,NA,NA,NA,NA,NA,34.41064067786741,-119.8486467592264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,American Crow,NA,8,No,NA,NA,2609,NA,NA,NA,NA,NA,34.40910205202629,-119.8484403048145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Song Sparrow,NA,3,No,NA,NA,2610,NA,NA,NA,NA,NA,34.41047151237065,-119.8475585562609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Scaly-breasted Munia,NA,18,No,NA,NA,2611,NA,NA,NA,NA,NA,34.41025335250372,-119.8476444603549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Hermit Thrush,NA,1,No,NA,NA,2612,NA,NA,NA,NA,NA,34.41076184535218,-119.8475323973198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,House Finch,NA,8,No,NA,NA,2613,NA,NA,NA,NA,NA,34.41086112380768,-119.8475477737825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Anna's Hummingbird,NA,3,No,NA,NA,2614,NA,NA,NA,NA,NA,34.41063712050192,-119.8474954630869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Yellow-rumped Warbler,NA,4,No,NA,NA,2615,NA,NA,NA,NA,NA,34.41070082770761,-119.847657376332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Cassin's Kingbird,NA,1,No,NA,NA,2616,NA,NA,NA,NA,NA,34.4108590686934,-119.8473609502546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,European Starling,NA,3,No,NA,NA,2617,NA,NA,NA,NA,NA,34.41102758419018,-119.8473634412829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Anna's Hummingbird,NA,2,No,NA,NA,2618,NA,NA,NA,NA,NA,34.4105466974075,-119.8476399400324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2018,Ruddy Duck,NA,3,No,NA,NA,2619,NA,NA,NA,NA,NA,34.4103124176217,-119.8484818896257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
